f1,success,precision,recall,map_condition,submission_mode,model_short,log_codebase_size,codebase_size,issue_id,repo,issue_idx,rep,turns_used,hit_turn_cap,total_input_tokens,total_output_tokens,total_cost,wall_time_seconds
0.5,0,1.0,0.3333,all_tools,required,gpt_oss_120b,8.482187582217422,4828,fastapi/9,fastapi,9,3,16,0,90535,3687,0.00719,37.88
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,8.808369153122275,6690,flask/18,flask,18,1,20,0,236591,3864,0.010905,85.92
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,8.808369153122275,6690,flask/18,flask,18,2,20,0,186977,3634,0.01015,56.62
0.6667,0,1.0,0.5,all_tools,required,gpt_oss_120b,8.808369153122275,6690,flask/18,flask,18,3,9,0,62102,1144,0.00478,40.06
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,8.899457906353966,7328,flask/3,flask,3,1,7,0,46131,1262,0.00518,22.2
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,8.899457906353966,7328,flask/3,flask,3,2,30,1,225082,8008,0.012193,119.15
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,8.899457906353966,7328,flask/3,flask,3,3,5,0,27687,1063,0.003296,51.87
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,8.827468112520654,6819,flask/6,flask,6,1,11,0,56460,2015,0.005324,38.72
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,8.827468112520654,6819,flask/6,flask,6,2,11,0,56612,3634,0.005992,46.42
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,8.827468112520654,6819,flask/6,flask,6,3,13,0,65442,2717,0.006243,70.56
0.0,0,0.0,0.0,all_tools,required,gpt_oss_120b,8.341410211461865,4194,gpt-engineer/11,gpt-engineer,11,1,17,0,123248,6828,0.011612,95.36
0.0,0,0.0,0.0,all_tools,required,gpt_oss_120b,8.341410211461865,4194,gpt-engineer/11,gpt-engineer,11,2,10,0,56303,2506,0.005725,33.36
0.0,0,0.0,0.0,all_tools,required,gpt_oss_120b,8.341410211461865,4194,gpt-engineer/11,gpt-engineer,11,3,15,0,120406,3033,0.007707,63.26
0.4,0,1.0,0.25,all_tools,required,gpt_oss_120b,8.029432840581244,3070,gpt-engineer/12,gpt-engineer,12,1,12,0,77328,4380,0.008104,78.0
0.4,0,1.0,0.25,all_tools,required,gpt_oss_120b,8.029432840581244,3070,gpt-engineer/12,gpt-engineer,12,2,7,0,30678,1794,0.003014,29.73
0.4,0,1.0,0.25,all_tools,required,gpt_oss_120b,8.029432840581244,3070,gpt-engineer/12,gpt-engineer,12,3,8,0,31316,1380,0.002255,10.89
0.6667,1,0.5,1.0,all_tools,required,gpt_oss_120b,8.36380888451688,4289,gpt-engineer/9,gpt-engineer,9,1,7,0,46000,5384,0.007325,65.39
0.6667,1,0.5,1.0,all_tools,required,gpt_oss_120b,8.36380888451688,4289,gpt-engineer/9,gpt-engineer,9,2,11,0,63319,5682,0.007739,72.58
0.6667,1,0.5,1.0,all_tools,required,gpt_oss_120b,8.36380888451688,4289,gpt-engineer/9,gpt-engineer,9,3,8,0,40207,2531,0.003975,27.94
0.0,0,0.0,0.0,all_tools,required,gpt_oss_120b,10.196231790580173,26802,keras/12,keras,12,1,6,0,20406,1699,0.002345,27.0
0.0,0,0.0,0.0,all_tools,required,gpt_oss_120b,10.196231790580173,26802,keras/12,keras,12,2,6,0,19131,1877,0.002396,23.63
0.0,0,0.0,0.0,all_tools,required,gpt_oss_120b,10.196231790580173,26802,keras/12,keras,12,3,5,0,14740,2119,0.002389,20.93
0.0,0,0.0,0.0,all_tools,required,gpt_oss_120b,10.349134450277123,31230,keras/5,keras,5,1,24,0,183348,5974,0.011776,118.24
0.6667,1,0.5,1.0,all_tools,required,gpt_oss_120b,10.349134450277123,31230,keras/5,keras,5,2,15,0,105501,8377,0.012681,97.16
0.0,0,0.0,0.0,all_tools,required,gpt_oss_120b,10.349134450277123,31230,keras/5,keras,5,3,16,0,110350,5668,0.009772,88.49
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,10.444153492313001,34343,keras/9,keras,9,1,7,0,33630,1894,0.003917,31.13
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,10.444153492313001,34343,keras/9,keras,9,2,8,0,35306,1241,0.003074,18.69
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,10.444153492313001,34343,keras/9,keras,9,3,9,0,47371,2282,0.005243,33.32
0.0,0,0.0,0.0,all_tools,required,gpt_oss_120b,9.61953186182516,15056,localstack/19,localstack,19,1,27,0,165762,5340,0.009256,62.6
0.0,0,0.0,0.0,all_tools,required,gpt_oss_120b,9.61953186182516,15056,localstack/19,localstack,19,2,17,0,52230,3204,0.004184,39.31
0.0,0,0.0,0.0,all_tools,required,gpt_oss_120b,9.61953186182516,15056,localstack/19,localstack,19,3,13,0,36617,2453,0.003216,36.08
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,10.563155506021905,38683,localstack/2,localstack,2,1,11,0,112654,2473,0.008259,36.65
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,10.563155506021905,38683,localstack/2,localstack,2,2,16,0,133610,4599,0.008119,103.71
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,10.563155506021905,38683,localstack/2,localstack,2,3,11,0,103361,3419,0.007379,35.87
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,9.860214640302662,19153,localstack/9,localstack,9,1,9,0,43974,2622,0.004268,32.91
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,9.860214640302662,19153,localstack/9,localstack,9,2,9,0,43337,2731,0.004841,37.72
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,9.860214640302662,19153,localstack/9,localstack,9,3,9,0,42750,4175,0.005195,34.72
0.6667,0,1.0,0.5,all_tools,required,gpt_oss_120b,11.189312196300184,72353,pandas/26,pandas,26,1,30,1,323153,3755,0.014382,88.03
0.6667,0,1.0,0.5,all_tools,required,gpt_oss_120b,11.189312196300184,72353,pandas/26,pandas,26,2,20,0,226091,4186,0.013486,84.59
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,11.189312196300184,72353,pandas/26,pandas,26,3,16,0,103629,2705,0.0063,30.71
0.0,0,0.0,0.0,all_tools,required,gpt_oss_120b,11.270446177349276,78468,pandas/35,pandas,35,1,30,1,369864,6138,0.018621,138.8
0.0,0,0.0,0.0,all_tools,required,gpt_oss_120b,11.270446177349276,78468,pandas/35,pandas,35,2,30,1,461645,7902,0.024706,119.21
0.0,0,0.0,0.0,all_tools,required,gpt_oss_120b,11.270446177349276,78468,pandas/35,pandas,35,3,23,0,281239,5578,0.015459,71.74
0.6667,0,1.0,0.5,all_tools,required,gpt_oss_120b,12.08721590866289,177587,pandas/38,pandas,38,1,8,0,75612,1911,0.007151,40.07
0.6667,0,1.0,0.5,all_tools,required,gpt_oss_120b,12.08721590866289,177587,pandas/38,pandas,38,2,11,0,106715,2374,0.007263,35.76
0.6667,0,1.0,0.5,all_tools,required,gpt_oss_120b,12.08721590866289,177587,pandas/38,pandas,38,3,7,0,64293,2153,0.005729,40.63
0.0,0,0.0,0.0,all_tools,required,gpt_oss_120b,10.883015959814806,53264,pandas/44,pandas,44,1,5,0,56904,1079,0.005969,23.05
0.0,0,0.0,0.0,all_tools,required,gpt_oss_120b,10.883015959814806,53264,pandas/44,pandas,44,2,4,0,41107,1282,0.005406,25.67
0.0,0,0.0,0.0,all_tools,required,gpt_oss_120b,10.883015959814806,53264,pandas/44,pandas,44,3,3,0,30535,910,0.004421,11.97
0.8,0,1.0,0.6667,all_tools,required,gpt_oss_120b,9.346705246496699,11461,requests/12,requests,12,1,16,0,77269,2797,0.006819,53.36
0.8,0,1.0,0.6667,all_tools,required,gpt_oss_120b,9.346705246496699,11461,requests/12,requests,12,2,11,0,48634,2760,0.004402,28.95
0.5,0,1.0,0.3333,all_tools,required,gpt_oss_120b,9.346705246496699,11461,requests/12,requests,12,3,12,0,56277,2314,0.004296,17.1
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,9.348274558065496,11479,requests/13,requests,13,1,13,0,80026,4145,0.008046,54.85
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,9.348274558065496,11479,requests/13,requests,13,2,7,0,41290,1344,0.003402,30.38
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,9.348274558065496,11479,requests/13,requests,13,3,7,0,28932,2085,0.003224,22.2
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,7.958576903813898,2860,requests/7,requests,7,1,8,0,37173,2033,0.003403,23.28
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,7.958576903813898,2860,requests/7,requests,7,2,8,0,32588,2642,0.004022,38.85
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,7.958576903813898,2860,requests/7,requests,7,3,6,0,25346,1122,0.00204,16.72
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,10.031000872835088,22720,rich/1,rich,1,1,5,0,42261,869,0.005889,17.15
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,10.031000872835088,22720,rich/1,rich,1,2,16,0,88803,3128,0.008531,72.63
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,10.031000872835088,22720,rich/1,rich,1,3,11,0,97072,1757,0.007806,21.76
0.0,0,0.0,0.0,all_tools,required,gpt_oss_120b,10.051648903516648,23194,rich/12,rich,12,1,7,0,35507,1466,0.003583,23.33
0.0,0,0.0,0.0,all_tools,required,gpt_oss_120b,10.051648903516648,23194,rich/12,rich,12,2,6,0,21979,1291,0.00258,14.53
0.0,0,0.0,0.0,all_tools,required,gpt_oss_120b,10.051648903516648,23194,rich/12,rich,12,3,7,0,39056,1186,0.003991,19.9
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,10.039939675671627,22924,rich/8,rich,8,1,8,0,55435,1659,0.004426,28.86
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,10.039939675671627,22924,rich/8,rich,8,2,10,0,62859,2169,0.005324,52.38
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,10.039939675671627,22924,rich/8,rich,8,3,14,0,103756,3986,0.007075,51.94
0.6667,0,1.0,0.5,all_tools,required,gpt_oss_120b,11.620954417182327,111408,scikit-learn/45,scikit-learn,45,1,21,0,135966,3360,0.009572,52.61
0.6667,0,1.0,0.5,all_tools,required,gpt_oss_120b,11.620954417182327,111408,scikit-learn/45,scikit-learn,45,2,18,0,134228,2790,0.00777,37.24
0.6667,0,1.0,0.5,all_tools,required,gpt_oss_120b,11.620954417182327,111408,scikit-learn/45,scikit-learn,45,3,11,0,30204,1512,0.002168,28.46
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,11.55076060327325,103856,scikit-learn/49,scikit-learn,49,1,19,0,308080,6916,0.018392,100.51
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,11.55076060327325,103856,scikit-learn/49,scikit-learn,49,2,21,0,284288,3379,0.020008,50.77
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,11.55076060327325,103856,scikit-learn/49,scikit-learn,49,3,11,0,238449,1984,0.017727,35.0
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,11.525654110946952,101281,scikit-learn/5,scikit-learn,5,1,16,0,127001,7588,0.010908,92.07
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,11.525654110946952,101281,scikit-learn/5,scikit-learn,5,2,9,0,76385,3894,0.007656,46.12
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,11.525654110946952,101281,scikit-learn/5,scikit-learn,5,3,9,0,51602,3295,0.005146,47.6
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,9.796458979777604,17970,scrapy/20,scrapy,20,1,9,0,66136,1294,0.006143,23.44
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,9.796458979777604,17970,scrapy/20,scrapy,20,2,12,0,96101,2041,0.006513,31.5
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,9.796458979777604,17970,scrapy/20,scrapy,20,3,7,0,43371,831,0.00425,31.73
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,9.655026193237628,15600,scrapy/26,scrapy,26,1,22,0,170737,3829,0.01096,63.39
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,9.655026193237628,15600,scrapy/26,scrapy,26,2,30,1,234015,3692,0.012105,63.03
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,9.655026193237628,15600,scrapy/26,scrapy,26,3,26,0,182875,5248,0.01045,52.39
0.0,0,0.0,0.0,all_tools,required,gpt_oss_120b,9.73477299914839,16895,scrapy/48,scrapy,48,1,9,0,25353,1473,0.002343,43.27
0.0,0,0.0,0.0,all_tools,required,gpt_oss_120b,9.73477299914839,16895,scrapy/48,scrapy,48,2,12,0,52917,2308,0.004672,30.68
0.0,0,0.0,0.0,all_tools,required,gpt_oss_120b,9.73477299914839,16895,scrapy/48,scrapy,48,3,24,0,128605,4143,0.00721,52.81
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,9.961803629358965,21201,stable-diffusion-webui/0,stable-diffusion-webui,0,1,5,0,84230,1000,0.007617,19.43
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,9.961803629358965,21201,stable-diffusion-webui/0,stable-diffusion-webui,0,2,4,0,64060,648,0.006236,22.95
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,9.961803629358965,21201,stable-diffusion-webui/0,stable-diffusion-webui,0,3,7,0,113383,1035,0.007984,15.85
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,9.908425341565751,20099,stable-diffusion-webui/13,stable-diffusion-webui,13,1,24,0,386202,4252,0.017951,62.83
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,9.908425341565751,20099,stable-diffusion-webui/13,stable-diffusion-webui,13,2,28,0,389593,4336,0.018556,84.76
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,9.908425341565751,20099,stable-diffusion-webui/13,stable-diffusion-webui,13,3,30,1,432298,4725,0.018566,53.0
0.6667,0,1.0,0.5,all_tools,required,gpt_oss_120b,10.028797743501574,22670,stable-diffusion-webui/5,stable-diffusion-webui,5,1,30,1,232998,4504,0.010291,63.79
0.6667,0,1.0,0.5,all_tools,required,gpt_oss_120b,10.028797743501574,22670,stable-diffusion-webui/5,stable-diffusion-webui,5,2,21,0,149625,2860,0.007398,37.52
0.6667,0,1.0,0.5,all_tools,required,gpt_oss_120b,10.028797743501574,22670,stable-diffusion-webui/5,stable-diffusion-webui,5,3,30,1,229709,5328,0.010632,60.24
0.0,0,0.0,0.0,all_tools,required,gpt_oss_120b,8.483636407887394,4835,thefuck/10,thefuck,10,1,15,0,73152,7050,0.007626,68.13
0.0,0,0.0,0.0,all_tools,required,gpt_oss_120b,8.483636407887394,4835,thefuck/10,thefuck,10,2,24,0,124851,11434,0.01092,127.19
0.0,0,0.0,0.0,all_tools,required,gpt_oss_120b,8.483636407887394,4835,thefuck/10,thefuck,10,3,14,0,54132,5022,0.005828,79.71
0.0,0,0.0,0.0,all_tools,required,gpt_oss_120b,8.270781013162674,3908,thefuck/20,thefuck,20,1,22,0,119519,7807,0.010006,111.63
0.0,0,0.0,0.0,all_tools,required,gpt_oss_120b,8.270781013162674,3908,thefuck/20,thefuck,20,2,26,0,111283,6192,0.008314,105.91
0.0,0,0.0,0.0,all_tools,required,gpt_oss_120b,8.270781013162674,3908,thefuck/20,thefuck,20,3,30,1,143807,8297,0.009744,71.52
0.0,0,0.0,0.0,all_tools,required,gpt_oss_120b,7.822845290279774,2497,thefuck/5,thefuck,5,1,14,0,47561,3072,0.004263,43.79
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,7.822845290279774,2497,thefuck/5,thefuck,5,2,17,0,87927,5586,0.008158,76.67
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,7.822845290279774,2497,thefuck/5,thefuck,5,3,4,0,18471,677,0.001936,4.93
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,12.430331574579306,250279,transformers/25,transformers,25,1,8,0,19422,1018,0.00134,27.21
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,12.430331574579306,250279,transformers/25,transformers,25,2,9,0,80925,2640,0.008186,35.69
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,12.430331574579306,250279,transformers/25,transformers,25,3,8,0,83848,2474,0.00773,39.49
0.1538,0,1.0,0.0833,all_tools,required,gpt_oss_120b,12.407424472605875,244611,transformers/27,transformers,27,1,6,0,57312,959,0.005852,16.75
0.1538,0,1.0,0.0833,all_tools,required,gpt_oss_120b,12.407424472605875,244611,transformers/27,transformers,27,2,9,0,65730,1303,0.005763,29.41
0.1538,0,1.0,0.0833,all_tools,required,gpt_oss_120b,12.407424472605875,244611,transformers/27,transformers,27,3,5,0,56027,1125,0.004387,9.58
0.75,0,1.0,0.6,all_tools,required,gpt_oss_120b,11.587420505060633,107734,transformers/5,transformers,5,1,18,0,148565,4108,0.010267,52.29
0.75,0,1.0,0.6,all_tools,required,gpt_oss_120b,11.587420505060633,107734,transformers/5,transformers,5,2,21,0,341892,5215,0.023825,73.3
0.75,0,1.0,0.6,all_tools,required,gpt_oss_120b,11.587420505060633,107734,transformers/5,transformers,5,3,15,0,173157,2593,0.014855,56.05
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,12.095096391086711,178992,yt-dlp/23,yt-dlp,23,1,15,0,74377,4786,0.006911,42.77
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,12.095096391086711,178992,yt-dlp/23,yt-dlp,23,2,12,0,62083,3833,0.005806,83.07
1.0,1,1.0,1.0,all_tools,required,gpt_oss_120b,12.095096391086711,178992,yt-dlp/23,yt-dlp,23,3,8,0,34025,3032,0.004319,57.24
0.0,0,0.0,0.0,all_tools,required,gpt_oss_120b,12.1489730534896,188900,yt-dlp/41,yt-dlp,41,1,30,0,260425,9909,0.015359,208.8
0.0,0,0.0,0.0,all_tools,required,gpt_oss_120b,12.1489730534896,188900,yt-dlp/41,yt-dlp,41,2,19,0,320965,8299,0.021033,137.65
0.0,0,0.0,0.0,all_tools,required,gpt_oss_120b,12.1489730534896,188900,yt-dlp/41,yt-dlp,41,3,21,0,233204,7111,0.015482,79.39
0.0,0,0.0,0.0,all_tools,required,gpt_oss_120b,12.198660241414718,198523,yt-dlp/45,yt-dlp,45,1,13,0,228071,4381,0.015563,61.9
0.6667,0,1.0,0.5,all_tools,required,gpt_oss_120b,12.198660241414718,198523,yt-dlp/45,yt-dlp,45,2,21,0,446907,4903,0.022761,151.31
0.0,0,0.0,0.0,all_tools,required,gpt_oss_120b,12.198660241414718,198523,yt-dlp/45,yt-dlp,45,3,7,0,113638,1964,0.007965,35.3
1.0,1,1.0,1.0,all_tools,required,deepseek_flash,12.068688124847148,174327,core/16,core,16,1,10,0,125960,4961,0.004043,49.71
1.0,1,1.0,1.0,all_tools,required,deepseek_flash,12.068688124847148,174327,core/16,core,16,2,18,0,151042,6561,0.00349,69.11
1.0,1,1.0,1.0,all_tools,required,deepseek_flash,12.068688124847148,174327,core/16,core,16,3,17,0,271187,11422,0.006708,100.06
1.0,1,1.0,1.0,all_tools,required,deepseek_flash,11.506545154005941,99364,core/20,core,20,1,25,0,337223,6575,0.006009,72.34
1.0,1,1.0,1.0,all_tools,required,deepseek_flash,11.506545154005941,99364,core/20,core,20,2,11,0,92547,3570,0.002172,32.55
1.0,1,1.0,1.0,all_tools,required,deepseek_flash,11.506545154005941,99364,core/20,core,20,3,17,0,125387,4317,0.002554,47.18
0.0,0,0.0,0.0,all_tools,required,deepseek_flash,8.579980179515003,5324,fastapi/17,fastapi,17,1,30,1,594298,22942,0.013584,182.66
0.0,0,0.0,0.0,all_tools,required,deepseek_flash,8.579980179515003,5324,fastapi/17,fastapi,17,2,30,1,742994,21784,0.015251,216.78
0.0,0,0.0,0.0,all_tools,required,deepseek_flash,8.579980179515003,5324,fastapi/17,fastapi,17,3,30,1,577928,19566,0.01263,180.21
0.0,0,0.0,0.0,all_tools,required,deepseek_flash,8.518991573357617,5009,fastapi/20,fastapi,20,1,30,1,520914,6326,0.009598,83.03
0.5,1,0.3333,1.0,all_tools,required,deepseek_flash,8.518991573357617,5009,fastapi/20,fastapi,20,2,30,1,679359,7023,0.012008,102.39
0.0,0,0.0,0.0,all_tools,required,deepseek_flash,8.518991573357617,5009,fastapi/20,fastapi,20,3,30,1,294446,5205,0.005765,74.78
0.5,0,1.0,0.3333,all_tools,required,deepseek_flash,8.482187582217422,4828,fastapi/9,fastapi,9,1,10,0,123204,2179,0.002896,24.34
0.5,0,1.0,0.3333,all_tools,required,deepseek_flash,8.482187582217422,4828,fastapi/9,fastapi,9,2,13,0,202206,6803,0.00431,62.77
0.5,0,1.0,0.3333,all_tools,required,deepseek_flash,8.482187582217422,4828,fastapi/9,fastapi,9,3,27,0,377718,5361,0.007106,61.97
0.6667,0,1.0,0.5,all_tools,required,deepseek_flash,8.808369153122275,6690,flask/18,flask,18,1,12,0,132680,3445,0.00326,45.35
0.6667,0,1.0,0.5,all_tools,required,deepseek_flash,8.808369153122275,6690,flask/18,flask,18,2,17,0,239090,4962,0.004463,52.48
0.6667,0,1.0,0.5,all_tools,required,deepseek_flash,8.808369153122275,6690,flask/18,flask,18,3,23,0,397680,4681,0.005618,54.45
1.0,1,1.0,1.0,all_tools,required,deepseek_flash,8.899457906353966,7328,flask/3,flask,3,1,30,1,433979,5854,0.007657,76.79
0.0,0,0.0,0.0,all_tools,required,deepseek_flash,8.899457906353966,7328,flask/3,flask,3,2,30,1,531967,7537,0.00936,91.07
1.0,1,1.0,1.0,all_tools,required,deepseek_flash,8.899457906353966,7328,flask/3,flask,3,3,30,1,326362,10441,0.008978,117.17
1.0,1,1.0,1.0,all_tools,required,deepseek_flash,8.827468112520654,6819,flask/6,flask,6,1,12,0,93207,4829,0.002793,54.56
1.0,1,1.0,1.0,all_tools,required,deepseek_flash,8.827468112520654,6819,flask/6,flask,6,2,11,0,174118,6355,0.004239,55.89
1.0,1,1.0,1.0,all_tools,required,deepseek_flash,8.827468112520654,6819,flask/6,flask,6,3,8,0,47547,2567,0.001703,25.61
0.5,1,0.3333,1.0,all_tools,required,deepseek_flash,8.341410211461865,4194,gpt-engineer/11,gpt-engineer,11,1,12,0,164215,4244,0.004264,46.03
0.6667,1,0.5,1.0,all_tools,required,deepseek_flash,8.341410211461865,4194,gpt-engineer/11,gpt-engineer,11,2,14,0,177828,6714,0.004824,65.26
0.5,1,0.3333,1.0,all_tools,required,deepseek_flash,8.341410211461865,4194,gpt-engineer/11,gpt-engineer,11,3,15,0,171478,3423,0.003821,41.05
0.6667,0,1.0,0.5,all_tools,required,deepseek_flash,8.029432840581244,3070,gpt-engineer/12,gpt-engineer,12,1,19,0,155332,7094,0.003607,65.27
0.6667,0,1.0,0.5,all_tools,required,deepseek_flash,8.029432840581244,3070,gpt-engineer/12,gpt-engineer,12,2,16,0,116054,4384,0.0026,48.44
0.6667,0,1.0,0.5,all_tools,required,deepseek_flash,8.029432840581244,3070,gpt-engineer/12,gpt-engineer,12,3,21,0,272986,7023,0.005026,75.65
0.5,1,0.3333,1.0,all_tools,required,deepseek_flash,8.36380888451688,4289,gpt-engineer/9,gpt-engineer,9,1,30,1,534919,17736,0.011259,156.38
0.5,1,0.3333,1.0,all_tools,required,deepseek_flash,8.36380888451688,4289,gpt-engineer/9,gpt-engineer,9,2,22,0,432371,22113,0.009877,190.99
0.6667,1,0.5,1.0,all_tools,required,deepseek_flash,8.36380888451688,4289,gpt-engineer/9,gpt-engineer,9,3,30,1,516944,19967,0.012142,201.54
0.0,0,0.0,0.0,all_tools,required,deepseek_flash,10.196231790580173,26802,keras/12,keras,12,1,18,0,202711,5899,0.004444,62.95
0.2857,0,0.5,0.2,all_tools,required,deepseek_flash,10.196231790580173,26802,keras/12,keras,12,2,19,0,225713,4840,0.004821,53.23
0.2857,0,0.5,0.2,all_tools,required,deepseek_flash,10.196231790580173,26802,keras/12,keras,12,3,16,0,170095,5268,0.003863,63.24
0.0,0,0.0,0.0,all_tools,required,deepseek_flash,10.349134450277123,31230,keras/5,keras,5,1,30,1,634588,9660,0.013749,105.01
0.0,0,0.0,0.0,all_tools,required,deepseek_flash,10.349134450277123,31230,keras/5,keras,5,2,30,1,650515,17815,0.015523,188.71
0.0,0,0.0,0.0,all_tools,required,deepseek_flash,10.349134450277123,31230,keras/5,keras,5,3,30,1,496625,23237,0.013637,228.96
1.0,1,1.0,1.0,all_tools,required,deepseek_flash,10.444153492313001,34343,keras/9,keras,9,1,12,0,166301,7506,0.004556,71.27
1.0,1,1.0,1.0,all_tools,required,deepseek_flash,10.444153492313001,34343,keras/9,keras,9,2,10,0,109672,8181,0.004368,74.98
1.0,1,1.0,1.0,all_tools,required,deepseek_flash,10.444153492313001,34343,keras/9,keras,9,3,18,0,268784,8885,0.005205,83.78
0.25,0,1.0,0.1429,all_tools,required,deepseek_flash,9.61953186182516,15056,localstack/19,localstack,19,1,21,0,196669,4768,0.003843,51.22
0.0,0,0.0,0.0,all_tools,required,deepseek_flash,9.61953186182516,15056,localstack/19,localstack,19,2,21,0,175423,3778,0.003489,46.42
0.0,0,0.0,0.0,all_tools,required,deepseek_flash,9.61953186182516,15056,localstack/19,localstack,19,3,20,0,174094,3816,0.003156,48.89
0.0,0,0.0,0.0,all_tools,required,deepseek_flash,10.563155506021905,38683,localstack/2,localstack,2,1,30,1,554618,9427,0.009355,98.74
1.0,1,1.0,1.0,all_tools,required,deepseek_flash,10.563155506021905,38683,localstack/2,localstack,2,2,30,1,577532,10666,0.011101,125.58
0.0,0,0.0,0.0,all_tools,required,deepseek_flash,10.563155506021905,38683,localstack/2,localstack,2,3,30,1,458727,7068,0.007071,90.2
0.0,0,0.0,0.0,all_tools,required,deepseek_flash,9.860214640302662,19153,localstack/9,localstack,9,1,30,1,487270,36993,0.015916,288.25
1.0,1,1.0,1.0,all_tools,required,deepseek_flash,9.860214640302662,19153,localstack/9,localstack,9,2,20,0,281913,10689,0.005687,99.32
1.0,1,1.0,1.0,all_tools,required,deepseek_flash,9.860214640302662,19153,localstack/9,localstack,9,3,18,0,214611,9634,0.004767,86.33
0.0,0,0.0,0.0,all_tools,required,deepseek_flash,11.189312196300184,72353,pandas/26,pandas,26,1,30,1,320538,3653,0.005893,56.0
0.0,0,0.0,0.0,all_tools,required,deepseek_flash,11.189312196300184,72353,pandas/26,pandas,26,2,30,1,300312,3895,0.006009,59.87
0.0,0,0.0,0.0,all_tools,required,deepseek_flash,11.189312196300184,72353,pandas/26,pandas,26,3,30,1,301990,3639,0.006243,51.18
0.0,0,0.0,0.0,all_tools,required,deepseek_flash,11.270446177349276,78468,pandas/35,pandas,35,1,30,1,345707,11173,0.008062,99.43
0.0,0,0.0,0.0,all_tools,required,deepseek_flash,11.270446177349276,78468,pandas/35,pandas,35,2,30,1,434320,12407,0.010751,120.56
0.0,0,0.0,0.0,all_tools,required,deepseek_flash,11.270446177349276,78468,pandas/35,pandas,35,3,30,1,339140,5416,0.006532,68.38
0.5,0,0.5,0.5,all_tools,required,deepseek_flash,12.08721590866289,177587,pandas/38,pandas,38,1,27,0,451593,8745,0.009457,111.71
0.6667,0,1.0,0.5,all_tools,required,deepseek_flash,12.08721590866289,177587,pandas/38,pandas,38,2,30,1,523661,11991,0.009971,115.65
0.0,0,0.0,0.0,all_tools,required,deepseek_flash,12.08721590866289,177587,pandas/38,pandas,38,3,30,1,919598,13916,0.01561,153.21
0.0,0,0.0,0.0,all_tools,required,deepseek_flash,10.883015959814806,53264,pandas/44,pandas,44,1,30,1,578563,13761,0.01148,134.24
